rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-502-org,   luka, grafton, 102, john cleland crescent, summer hill, albion park, 4034, vic, 19651229, , 08 45920084, 1929239, 3
rec-39-org,   madeline, veshner, 34, spowers circuit, , rosebud, 5097, , 19520108, , 08 77756750, 3878900, 9
rec-124-org,   clain, , 36, groom street, sec 2737, gaven, 3020, , 19300915, , 07 65544050, 3770536, 1
rec-436-org,   jessica, berry, , currie crescent, donette downs, oatlands, 2030, qld, , 29, 08 74725111, 8082052, 6
rec-625-dup-2, hollie, moody, 9, murchison street, , chitaway point, 3102, vit, 19482021, 24, 08 64626789, 5113359, 5
rec-675-org,   ella, , , rivett street, , beachmere, 2650, qld, 19971004, 27, 04 26005239, 9770630, 0
rec-754-org,   benjamin, stephenson, 6, sheehan street, pooley bridge, st albans, 2145, nsw, 19490130, 33, 08 60969485, 1188978, 4
rec-177-org,   jacob, badewitz, 8, abrahams crescent, villa 36 sovereign garden, risdon vale, 3038, , 19491108, 24, 02 96683266, 4589741, 6
rec-388-org,   gregory, perriam, 4, haystack crescent, burramunda, tiddy widdy beach, 2372, nsw, 19480813, , 03 96392894, 8743232, 6
rec-584-org,   irene, priest, 15, empire circuit, pioneer lodge, coober pedy, 4860, nsw, 19591203, , 03 74461537, 9040060, 2
rec-448-org,   anari, eyles, 9, theodore street, , leichhardt, 3083, , 19120627, 24, 07 31054749, 8636575, 7
rec-371-org,   emma, lock, 81, fortitude street, les fleurs, deer park, , nsw, 19151006, 29, 07 67045530, 9534118, 7
rec-375-org,   casey, king-jones, 6, blowering street, , castlemaine, 2138, vic, 19001018, 27, 04 60814937, 4343996, 3
rec-540-org,   lawson, nirta, 1, maclachlan street, , ascot, 4303, nsw, 19400102, 39, 04 98322517, 5874236, 0
rec-614-org,   charlize, plumb, 18, ijong street, cinema centre bldg, cooma, 2750, act, 19740201, 36, 04 85093621, 7008156, 3
rec-591-dup-0, kate, claruke, 38, pindari crescent, , cremporne, 2085, nsw, , 24, 04 99246100, 6989559, 2
rec-191-org,   joshua, byers, 1, pavo place, , hadspen, 3984, sa, 19670617, 29, 08 99356126, 6486480, 0
rec-104-org,   matthew, gripton, 37, harper street, , cherrybrook, 6150, , 19320727, 20, 03 81530044, 6474312, 3
rec-484-org,   matilda, gillard, 11, sargood street, , bulimba, 5353, , 19820707, 13, 07 56452558, 4444216, 8
rec-641-org,   isabelle, kovacic, 50, denny street, allenga downs, maclean, 3216, tas, 19990619, 39, , 8033015, 0
rec-793-org,   deakyn, arnaudon, 3, bindaga street, hmas cerberus, , 2620, vic, 19750914, 34, 03 66621121, 3934931, 8
rec-128-org,   madalyn, ferris, 416, chisholm street, , nuriootpa, 5431, sa, 19390815, 32, 04 35680978, 9488742, 2
rec-103-dup-0, skyd, pakos, 31, endeavour street, , macquaire field, 4212, , 19060114, 27, 07 06482447, 5104826, 5
rec-654-dup-1, mitchell, paddoj, 2, marrawah street, , north ryde, 3214, ga, 19281017, 35, 08 67048745, 7812156, 7
rec-21-org,   sophie, kilby, 24, santalum street, , keysborough, 6063, sa, 19400615, 30, 08 05995618, 1640138, 1
rec-710-org,   joanna, deakin, 76, shepherdson place, , maida vale, 7109, nsw, 19040118, 38, 08 76708422, 5268083, 7
rec-665-org,   michael, schuster, 40, mahon place, , edgecliff, 2570, nsw, 19990408, , 04 35680473, 9215276, 9
rec-488-dup-0, harry, crosswell, 74, baskervillelstreet, , o'connor, 3563, sa, 19410622, , 02 32148895, 7144537, 1
rec-96-org,   zack, hoang, 10, chaseling street, , rosebud, 3401, nsw, 19570506, 32, 07 12615979, 3223230, 1
rec-137-org,   mitchell, mcilvar, 7, nardoo crescent, the crater, charlestown, 7015, wa, 19710824, 35, 02 58332872, 5376823, 8
rec-219-org,   jayden, weaver, 14, downard street, rosehill, broadmeadows, 2062, qld, 19910907, , 04 95566481, 4603404, 1
rec-160-org,   imogen, michelmore, 12, flanagan street, , burpengary, , act, 19421212, 29, 07 67950365, 4478978, 8
rec-634-dup-0, stephanie, , 29, orana gardens retirement village, blowering street, box hill south, 2258, vic, 19420301, 31, 04 21886129, 5738964, 8
rec-163-org,   mitchell, whiteley, 20, nemarang crescent, , kareela, 4113, vic, 19690213, 27, 03 98141586, 5018357, 9
rec-385-org,   ryan, dudek, 2, must circuit, , brookfield, 3550, nsw, 19940817, 31, 03 41535439, 2343385, 2
rec-718-org,   sophie, lowe, 141, maconochie crescent, sec 80, willetton, 5081, nsw, , 32, 03 24569061, 8871963, 4
rec-296-org,   matthew, katarski, 13, scattergood place, nuffield village, applecross, 2250, qld, 19721022, 26, 02 66722761, 5344117, 9
rec-367-org,   braedon, finlay, , faunce crescent, , coffs harbour, 3777, wa, 19661114, 21, 03 85899056, 6884896, 3
rec-745-dup-1, erin, cropper, 35, karney sptreet, kondalilla, coledale, 3188, vic, 19560122, 26, 07 21846519, 4402327, 7
rec-651-org,   jack, grainger, 200, playoust place, , mulgrave east, 5087, qld, , 28, 08 17901139, 1648718, 0
rec-496-org,   , reid, 40, groom street, , st kilda east, 4120, , 19651028, 28, 08 97902346, 1838350, 2
rec-380-org,   joel, morrison, 3, wakelin circuit, , marsden, 5640, sa, 19680602, 34, 03 31601470, 3068063, 6
rec-491-dup-1, aidym, white, 3, collocott crescent, , boronia heights, 3133, viq, 19490730, , 08 58845819, 8710371, 2
rec-418-org,   annabelle, fusco, 9, slavin place, , moonah west, 5576, qld, 19400313, 36, 07 90902296, 6238667, 2
rec-503-org,   lachlan, denholm, 186, ellerston avenue, , summer hill, 4421, , 19300823, 33, 08 94424661, 8764262, 8
rec-239-dup-0, karli, dudley, 14, chippindall circuit, , milang, 3850, nsw, 19120312, 42, 02 19828315, 8071878, 0
rec-447-org,   alex, lowe, 1, crace street, , scarborough, 5161, nsw, 19940424, 32, 08 18186610, 9219692, 7
rec-771-dup-0, jadvn, wottoj, 3, banfield street, mapperley, salisbury, 4114, , 19090130, 4, 08 10452833, 1101007, 2
rec-398-org,   samuel, fitzpatrick, 17, , narraburra lodge, wangaratta, 4419, qld, , 40, 08 12495188, 3532644, 6
rec-254-org,   renee, aggarwal, 4, fenton street, , port macquarie, 5162, nsw, 19430404, 24, 08 95518937, 5152437, 7
rec-397-dup-1, zeo, kutni, 02, hugh mckay crescent, , glenwood, 3175, nsw, 19270506, 24, 03 10496606, 1344856, 1
rec-193-org,   teneille, ryan, 107, batchelor street, blue hills, coffs harbour, 6168, wa, 19071218, 35, 02 51576873, 5693451, 6
rec-333-org,   chloe, walls, 11, mcclintock street, , anglers paradise, 2845, sa, 19340814, 31, 07 24021757, 4258520, 5
rec-486-dup-0, xepheren, puron, 307, burkitt sgreet, , wentworth, 6021, qld, 19701409, 27, 04 94965464, 1162790, 0
rec-397-dup-0, zoe, bradshaw, 20, hugh mckay crescent, , glenwood, 3175, nws, 19270506, 42, 03 10496606, 1344865, 1
rec-144-org,   lynton, dearing, 5, vagabond crescent, , bridgeman downs, 4270, wa, 19460908, 13, 08 06373082, 8936523, 4
rec-514-dup-0, , campbwll, 29, falkiner place, , macgtegor, 2405, , 19770723, 26, , 9432798, 5
rec-703-org,   jacinta, ferris, 243, tallon place, redwood village, abbotsford, 2120, vic, 19041204, 32, 04 74807449, 1426489, 1
rec-557-org,   jack, nguyen, 116, bolton place, rose valley farm, redbank plains, 6074, vic, 19940531, 11, 02 85983020, 6554881, 4
rec-495-org,   kaitlyn, villavelez, 23, dryandra street, bullarook park stud, berwick, 6018, vic, , 26, 07 20694580, 7392052, 4
rec-611-org,   jessica, gully, 83, wilhelmi crescent, , sylvania, 3166, vic, , , 07 65972550, 4654061, 7
rec-28-org,   cheyenne, thredgold, 46, copland drive, , rose bay, 2905, nsw, 19750313, 25, 04 02191378, 1699992, 6
rec-466-org,   vendula, moody, 16, haystack crescent, brightwater villas, st clair, 4405, sa, 19671226, 10, 03 07594314, 2390513, 2
rec-755-org,   jett, tiller, 15, buvelot street, brackengrae, winmalee, 2116, , 19851014, 26, 03 78667677, 2970309, 3
rec-493-org,   emiily, sheldon, 14, maconochie crescent, , camperdown, 2666, wa, 19400815, 28, 08 11008853, 9236019, 0
rec-733-org,   isabella, rider, 75, fink crescent, villa 116 henry kendall bayside, korora, 5253, vic, 19810918, 27, 04 98732223, 7150788, 0
rec-739-org,   cameron, levicki, 5, moorhouse street, , jan juc, 3049, , 19360325, 27, 04 46189657, 9075082, 8
rec-139-org,   maggie, stapenell, 80, ligertwood street, , st albans, 3193, nsw, 19060926, 31, 03 33719085, 6788738, 7
rec-243-org,   kieran, coleman, 19, sollya place, kingcora, north ward, 4021, nsw, 19150419, 23, 07 70640688, 8512227, 6
rec-727-org,   thomas, lodge, 15, namadgi circuit, , mitcham, 2251, vic, 19780410, 40, 04 06109057, 4166165, 1
rec-693-org,   emmerson, mayer, 6, archibald street, , molong, 6060, nsw, 19700726, , 03 85007922, 5191207, 7
rec-460-dup-1, ryan, craske, 50, maurice olace, lanoma, wynywrd, 3084, nsw, 19658014, , 03 78874721, 6740696, 2
rec-383-org,   james, saunders-sexton, 37, hutchison crescent, unt 1, kempsey, 2630, nsw, 19630911, , 04 59212518, 5620902, 2
rec-212-org,   lauren, white, 39, marr street, uloola, port lincoln, 6060, sa, 19900702, , 04 23526937, 9118380, 0
rec-690-org,   neneh, ryan, 37, parkhill street, sect 12, hamilton, 3869, , 19390505, , 07 86470875, 7873478, 0
rec-534-dup-0, joshua, lindhorm, 24, paterick place, , christie downs, 2460, nsw, , 37, , 9928040, 7
rec-378-org,   olivia, rawlings, 48, pickworth street, , brunswick west, 2190, vic, 19581123, 29, , 3179180, 1
rec-654-dup-0, mitchell, paddon, 3, marrawah street, , north rude, 3214, wa, 19285017, 35, 08 67648745, 7812156, 7
rec-102-org,   christian, browne, 59, bainton crescent, , norwood, 3167, vic, 19850526, 30, 02 77691134, 8487509, 1
rec-369-dup-0, pearson, homabn, , outtrim avenue, , toodyay, 2288, wa, 19160731, 20, 03 13001026, 9905245, 5
rec-75-org,   luka, constance, 34, la perouse street, , ivanhoe, 2065, qld, 19460627, 33, 02 68413282, 2060387, 1
rec-645-org,   james, green, 4, kingsbury street, , tolland, 6070, vic, , 20, 07 02264915, 2395174, 9
rec-406-org,   aaron, kissling, 18, proctor street, , tin can bay, 5608, vic, 19190712, 31, 03 32736101, 8331321, 9
rec-344-dup-1, kaysey, bowerman, 9, wittenook crescent, , frankston, 3127, vic, , 27, 04 32470994, 3666787, 4
rec-106-org,   kimberly, vreugdenburg, 1, marcus clarke street, , , 2603, tas, 19550503, 33, 04 93041684, 2982516, 1
rec-167-org,   sophie, kelley, 17, blinkhorn place, , culburra, 4313, sa, 19060208, 30, 02 54855756, 5314900, 6
rec-637-org,   stephanie, callahan, 23, upton street, , cowan cowan, 4304, vic, 19290310, 29, 07 56662523, 8710810, 4
rec-494-org,   shae, ayres, 19, southside caravan park, , auburn, 4659, sa, 19700118, 39, 08 07457044, 8988025, 4
rec-29-org,   alyssa, white, 54, iluka street, , warburton, 2478, qld, 19521005, 28, 03 49234821, 2232027, 5
rec-189-org,   sophie, longo, 20, mulga street, mountain view ret, belmont, 3076, vic, 19421008, 11, 04 64305750, 7495773, 9
rec-471-dup-1, joel, , 10, namadgi corcuit, , tomakin, 3087, vic, 19250228, 29, 04 99927840, 9831338, 1
rec-47-org,   chloe, van zanden, 33, bragg street, , , 3166, vic, 19700626, 12, 02 49027631, 2259167, 3
rec-438-dup-0, chloe, blake, 27, louisa lawson crescent, , port lincoln, 5401, wa, 19910101, 9, 03 41320499, 3501603, 6
rec-746-org,   ava, carruthers-taylor, 1, coombe street, , sunnybank, 6149, sa, 19020916, 28, 07 75318000, 9751866, 6
rec-787-org,   tiarna, mcneill, 9, blamey crescent, glenore grove, balhannah, 5034, sa, 19000102, 34, 03 46916410, 3312614, 9
rec-80-org,   reuben, humphreys, 3, leahy close, , theodore, 6152, nsw, 19250212, , , 4378938, 0
rec-366-org,   luke, dixon, 63, newman morris circuit, , largs north, 2641, qld, 19690630, 27, 08 21749212, 9593541, 9
rec-76-org,   melanie, heron, 3, woodfull loop, lynden lea, graceville, 5577, nsw, , , 03 50648917, 1677810, 9
rec-411-org,   joshua, green, 10, mccabe crescent, , yeronga, 5723, qld, 19940626, , 07 35514669, 8524141, 0
rec-704-org,   elly, halligan, 14, shannon circuit, , lamington, 2528, wa, 19530116, 24, 03 03771635, 9930874, 1
rec-293-org,   sophie, green, 25, finniss crescent, , annandale, 2445, qld, 19961009, 27, 03 24923945, 1153149, 9
rec-41-org,   kyle, snelling, 19, outtrim avenue, , melton south, 6398, tas, 19810609, 32, 04 24144189, 7712526, 9
